# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
  19 42 3.31802
  20 42 -3.36828
44000 20 840
  1 42 2.15768
  2 42 -2.18776
  3 42 0.874058
  4 42 -0.0897569
  5 42 0.927272
  6 42 -2.09151
  7 42 0.000342113
  8 42 -0.709753
  9 42 1.73666
  10 42 -1.21955
  11 42 2.97998
  12 42 -1.84824
  13 42 1.00817
  14 42 1.51141
  15 42 0.177612
  16 42 -2.31108
  17 42 1.36831
  18 42 -1.27545
  19 42 -1.42351
  20 42 1.20036
44100 20 840
  1 42 2.40331
  2 42 2.2968
  3 42 -0.229037
  4 42 1.42576
  5 42 -0.22437
  6 42 -0.88239
  7 42 -4.15105
  8 42 -0.636189
  9 42 1.21505
  10 42 3.52035
  11 42 -0.708872
  12 42 0.891975
  13 42 0.338108
  14 42 1.68655
  15 42 1.49251
  16 42 2.26225
  17 42 -1.98764
  18 42 -0.953976
  19 42 0.550648
  20 42 -0.316971
44200 20 840
  1 42 1.40379
  2 42 1.38
  3 42 1.68887
  4 42 0.964225
  5 42 -2.58551
  6 42 -3.6744
  7 42 0.906245
  8 42 -0.1351
  9 42 2.05133
  10 42 1.55706
  11 42 -1.56232
  12 42 0.401316
  13 42 -0.951054
  14 42 -0.494766
  15 42 3.20989
  16 42 0.317928
  17 42 0.434909
  18 42 1.54582
  19 42 1.44273
  20 42 0.650431
44300 20 840
  1 42 0.378479
  2 42 1.03706
  3 42 1.45226
  4 42 -3.47935
  5 42 0.881033
  6 42 -0.164495
  7 42 -2.21594
  8 42 0.356403
  9 42 1.1944
  10 42 -1.30768
  11 42 -4.5453
  12 42 1.24633
  13 42 -0.150182
  14 42 -0.447234
  15 42 2.84561
  16 42 1.07625
  17 42 -1.15116
  18 42 -1.13964
  19 42 -2.47081
  20 42 1.09645
44400 20 840
  1 42 -1.91897
  2 42 -0.569744
  3 42 -0.385264
  4 42 -1.11184
  5 42 -0.994745
  6 42 -3.57408
  7 42 -1.01833
  8 42 -0.236218
  9 42 -0.600838
  10 42 -0.752318
  11 42 2.05693
  12 42 0.667454
  13 42 -1.83592
  14 42 -0.984867
  15 42 2.46998
  16 42 -4.889
  17 42 -0.767369
  18 42 -2.08739
  19 42 -0.917592
  20 42 -2.16629
44500 20 840
  1 42 -0.776332
  2 42 -0.453444
  3 42 1.44953
  4 42 0.750701
  5 42 -0.118566
  6 42 1.20134
  7 42 -1.87803
  8 42 -2.12253
  9 42 -2.96595
  10 42 0.483122
  11 42 0.0384407
  12 42 2.40936
  13 42 1.07908
  14 42 -1.07053
  15 42 -0.554061
  16 42 -3.45297
  17 42 -1.1452
  18 42 0.48756
  19 42 -3.31132
  20 42 -0.73467
44600 20 840
  1 42 -2.72677
  2 42 0.151782
  3 42 0.149384
  4 42 4.85491
  5 42 -0.0564226
  6 42 2.07583
  7 42 -2.56581
  8 42 -1.6589
  9 42 0.557942
  10 42 1.16697
  11 42 -0.587437
  12 42 -1.21135
  13 42 -0.0758543
  14 42 -1.5765
  15 42 4.39296
  16 42 -0.238644
  17 42 -0.381992
  18 42 2.49939
  19 42 -1.48918
  20 42 1.76855
44700 20 840
  1 42 0.622256
  2 42 0.143699
  3 42 0.954104
  4 42 0.1085
  5 42 0.333882
  6 42 2.79875
  7 42 0.885554
  8 42 -1.23591
  9 42 -0.0992613
  10 42 -0.210478
  11 42 0.0863911
  12 42 -3.90367
  13 42 1.1238
  14 42 -1.5849
  15 42 1.21036
  16 42 -0.239025
  17 42 2.74045
  18 42 -0.0878318
  19 42 5.40445
  20 42 3.48642
44800 20 840
  1 42 0.285125
  2 42 0.483474
  3 42 1.07063
  4 42 3.96834
  5 42 0.185317
  6 42 -2.44933
  7 42 0.875143
  8 42 -3.68549
  9 42 0.425664
  10 42 -1.72679
  11 42 4.8592
  12 42 -1.17156
  13 42 1.42808
  14 42 -1.33877
  15 42 -1.13235
  16 42 0.867525
  17 42 -1.40283
  18 42 5.53495
  19 42 2.46493
  20 42 1.03861
44900 20 840
  1 42 1.09868
  2 42 -1.57129
  3 42 3.27727
  4 42 2.14002
  5 42 -1.37182
  6 42 -0.657653
  7 42 -1.32345
  8 42 -1.41958
  9 42 -1.21473
  10 42 1.31267
  11 42 0.0411036
  12 42 -0.738808
  13 42 0.155381
  14 42 -0.0509923
  15 42 -0.623315
  16 42 -1.45957
  17 42 0.376679
  18 42 -0.922778
  19 42 -3.08569
  20 42 1.59196
45000 20 840
  1 42 1.49974
  2 42 -0.210052
  3 42 1.77653
  4 42 1.32714
  5 42 -4.00954
  6 42 3.16189
  7 42 -1.15035
  8 42 -0.967607
  9 42 2.04944
  10 42 -0.947981
  11 42 0.074038
  12 42 -2.77226
  13 42 1.93747
  14 42 0.560819
  15 42 -1.69931
  16 42 -1.02301
  17 42 -0.457979
  18 42 7.74451
  19 42 -0.993478
  20 42 -2.28749
45100 20 840
  1 42 0.469313
  2 42 1.22598
  3 42 0.972572
  4 42 0.530175
  5 42 -3.4937
  6 42 0.829447
  7 42 0.898896
  8 42 -2.01224
  9 42 2.13534
  10 42 -2.92574
  11 42 0.266829
  12 42 -1.10716
  13 42 1.80398
  14 42 0.850725
  15 42 -1.70611
  16 42 1.27742
  17 42 1.36787
  18 42 1.78496
  19 42 -0.693745
  20 42 -5.30946
45200 20 840
  1 42 0.415515
  2 42 1.64551
  3 42 0.670229
  4 42 -1.16705
  5 42 -2.11145
  6 42 0.743018
  7 42 2.17663
  8 42 -0.44177
  9 42 2.22114
  10 42 0.941471
  11 42 0.0584209
  12 42 -0.931935
  13 42 3.23282
  14 42 0.639096
  15 42 0.613657
  16 42 -0.812208
  17 42 -2.22192
  18 42 0.994098
  19 42 -0.764447
  20 42 2.64978
45300 20 840
  1 42 2.2756
  2 42 1.17355
  3 42 0.954205
  4 42 -0.577775
  5 42 -1.43371
  6 42 2.05077
  7 42 -0.890856
  8 42 0.298084
  9 42 5.5592
  10 42 -0.203806
  11 42 1.21986
  12 42 -1.731
  13 42 1.69547
  14 42 -0.45998
  15 42 0.490259
  16 42 -0.580044
  17 42 0.899926
  18 42 -3.42275
  19 42 0.17122
  20 42 0.413266
45400 20 840
  1 42 -0.0094953
  2 42 1.75679
  3 42 1.93476
  4 42 0.92149
  5 42 -3.65327
  6 42 0.890474
  7 42 -3.4851
  8 42 -0.502914
  9 42 -0.996049
  10 42 -0.721614
  11 42 1.63729
  12 42 -1.55225
  13 42 -1.52174
  14 42 0.378808
  15 42 0.217884
  16 42 0.710682
  17 42 -1.72391
  18 42 -1.08934
  19 42 1.65744
  20 42 -1.60295
45500 20 840
  1 42 -1.00375
  2 42 -0.500315
  3 42 2.92341
  4 42 -1.32902
  5 42 -5.14928
  6 42 -0.198766
  7 42 -0.334523
  8 42 -0.647711
  9 42 1.25469
  10 42 -2.58997
  11 42 -4.71888
  12 42 0.298667
  13 42 0.484933
  14 42 0.936187
  15 42 -0.769709
  16 42 -0.767255
  17 42 0.407815
  18 42 -2.3995
  19 42 2.406
  20 42 1.85566
45600 20 840
  1 42 0.171447
  2 42 -0.276939
  3 42 1.00213
  4 42 0.935335
  5 42 -1.53376
  6 42 -2.63279
  7 42 -1.53455
  8 42 -0.0331935
  9 42 1.78642
  10 42 1.45287
  11 42 -1.38005
  12 42 2.08788
  13 42 1.34629
  14 42 0.73822
  15 42 -0.10004
  16 42 -0.671275
  17 42 -0.450244
  18 42 -4.78952
  19 42 -0.0595167
  20 42 0.498889
45700 20 840
  1 42 -1.48717
  2 42 -1.46047
  3 42 2.59159
  4 42 -0.360248
  5 42 1.58817
  6 42 -1.42079
  7 42 -2.2604
  8 42 1.67356
  9 42 0.771494
  10 42 1.12786
  11 42 -0.0786746
  12 42 -0.343671
  13 42 -0.49334
  14 42 -1.61238
  15 42 0.693836
  16 42 0.48381
  17 42 -0.00642049
  18 42 -0.489434
  19 42 -0.791974
  20 42 -0.428735
45800 20 840
  1 42 -1.44318
  2 42 -0.887068
  3 42 2.80029
  4 42 -1.62469
  5 42 -2.29366
  6 42 -0.0844065
  7 42 -1.43657
  8 42 2.08482
  9 42 -1.94753
  10 42 -0.0303699
  11 42 -2.03011
  12 42 -1.06094
  13 42 1.27989
  14 42 0.874515
  15 42 -0.187419
  16 42 0.678911
  17 42 2.8762
  18 42 -1.48046
  19 42 -0.960464
  20 42 1.06057
45900 20 840
  1 42 -0.649687
  2 42 -2.05595
  3 42 -0.899133
  4 42 0.999943
  5 42 -0.930827
  6 42 2.0778
  7 42 -0.410057
  8 42 -0.835879
  9 42 -3.2548
  10 42 2.01449
  11 42 1.41972
  12 42 2.07305
  13 42 -0.719697
  14 42 0.826213
  15 42 1.09149
  16 42 -2.91849
  17 42 -2.30347
  18 42 -0.41053
  19 42 -3.48894
  20 42 -2.57448
46000 20 840
  1 42 -2.28584
  2 42 0.721043
  3 42 1.17349
  4 42 -0.319147
  5 42 0.179696
  6 42 -2.99259
  7 42 2.5687
  8 42 -1.20303
  9 42 2.48828
  10 42 -0.48251
  11 42 -2.65969
  12 42 -0.723568
  13 42 0.380712
  14 42 -0.431919
  15 42 -2.76631
  16 42 0.940137
  17 42 1.57236
  18 42 0.306692
  19 42 1.51391
  20 42 1.24363
46100 20 840
  1 42 3.06822
  2 42 -1.13143
  3 42 2.38459
  4 42 1.61397
  5 42 0.498286
  6 42 -2.4964
  7 42 0.527031
  8 42 0.0536699
  9 42 1.18687
  10 42 0.54099
  11 42 4.00905
  12 42 -0.660397
  13 42 2.19371
  14 42 -0.181753
  15 42 0.299392
  16 42 0.500514
  17 42 1.13405
  18 42 5.3818
  19 42 4.47445
  20 42 3.44692
46200 20 840
  1 42 -1.36356
  2 42 -0.227474
  3 42 1.66981
  4 42 -0.292419
  5 42 1.64375
  6 42 -1.50302
  7 42 4.0447
  8 42 0.179129
  9 42 0.180789
  10 42 0.640166
  11 42 2.6355
  12 42 -0.0444576
  13 42 1.67512
  14 42 2.28823
  15 42 0.809641
  16 42 1.24361
  17 42 0.396957
  18 42 -0.286898
  19 42 3.45512
  20 42 0.249133
46300 20 840
  1 42 0.0329802
  2 42 -0.54398
  3 42 2.72515
  4 42 -1.02037
  5 42 0.584352
  6 42 2.2973
  7 42 -0.942056
  8 42 -0.269283
  9 42 -4.89583
  10 42 -3.09804
  11 42 2.24266
  12 42 3.01451
  13 42 -1.53246
  14 42 -0.328778
  15 42 -0.161798
  16 42 -2.05248
  17 42 -1.48287
  18 42 3.76635
  19 42 0.126698
  20 42 -1.04029
46400 20 840
  1 42 1.65194
  2 42 0.434977
  3 42 -0.34154
  4 42 1.12883
  5 42 -1.72377
  6 42 -0.589221
  7 42 1.23715
  8 42 1.79571
  9 42 1.98839
  10 42 -1.77097
  11 42 -2.03419
  12 42 -1.06086
  13 42 -0.469159
  14 42 -0.839667
  15 42 -0.654288
  16 42 1.02114
  17 42 -4.22297
  18 42 0.704788
  19 42 -2.36629
  20 42 1.4605
46500 20 840
  1 42 0.585735
  2 42 0.861963
  3 42 -0.1989
  4 42 -0.415979
  5 42 1.86047
  6 42 1.16972
  7 42 2.25852
  8 42 2.08762
  9 42 5.48053
  10 42 2.11931
  11 42 4.13747
  12 42 -1.58151
  13 42 0.99135
  14 42 -0.46445
  15 42 -2.16451
  16 42 -3.01916
  17 42 1.85468
  18 42 1.02167
  19 42 -5.14879
  20 42 0.916924
46600 20 840
  1 42 1.38437
  2 42 2.04543
  3 42 0.997532
  4 42 -2.29972
  5 42 0.778806
  6 42 -0.788289
  7 42 -0.436499
  8 42 1.26672
  9 42 1.89348
  10 42 1.40897
  11 42 -1.37054
  12 42 2.06234
  13 42 -1.65301
  14 42 0.116907
  15 42 -0.60389
  16 42 0.726397
  17 42 -1.41091
  18 42 1.65207
  19 42 4.35076
  20 42 -3.00093
46700 20 840
  1 42 -0.269931
  2 42 -0.856816
  3 42 4.60386
  4 42 -1.72168
  5 42 -0.448995
  6 42 -0.247725
  7 42 1.54153
  8 42 2.02117
  9 42 1.54473
  10 42 -1.45433
  11 42 -1.54124
  12 42 0.84792
  13 42 -2.03
  14 42 -1.80077
  15 42 1.98045
  16 42 -0.914331
  17 42 0.422808
  18 42 -1.03694
  19 42 -0.263162
  20 42 -0.500893
46800 20 840
  1 42 -1.51921
  2 42 -1.29437
  3 42 1.24001
  4 42 -0.380488
  5 42 0.633641
  6 42 1.54419
  7 42 -3.41206
  8 42 -0.479503
  9 42 -0.567197
  10 42 -1.09477
  11 42 -2.36349
  12 42 -0.838735
  13 42 -1.24559
  14 42 -0.684031
  15 42 -1.06137
  16 42 -2.00463
  17 42 -2.26815
  18 42 -2.07929
  19 42 0.301725
  20 42 0.369754
46900 20 840
  1 42 -0.755226
  2 42 -3.69922
  3 42 0.403967
  4 42 2.22381
  5 42 -0.605434
  6 42 -3.72815
  7 42 -4.1724
  8 42 -1.39904
  9 42 -0.939297
  10 42 1.46554
  11 42 3.10451
  12 42 0.878575
  13 42 0.73418
  14 42 0.506454
  15 42 -0.62682
  16 42 -0.772867
  17 42 1.65396
  18 42 -4.91719
  19 42 1.12532
  20 42 -0.356417
47000 20 840
  1 42 -0.223075
  2 42 1.0295
  3 42 -0.546938
  4 42 2.20051
  5 42 1.49651
  6 42 0.217749
  7 42 0.928648
  8 42 0.350715
  9 42 -2.69494
  10 42 1.96199
  11 42 -2.98065
  12 42 1.03663
  13 42 1.68079
  14 42 1.63563
  15 42 2.31126
  16 42 1.33255
  17 42 -1.70626
  18 42 1.99464
  19 42 0.959674
  20 42 1.06164
47100 20 840
  1 42 0.0148461
  2 42 1.49526
  3 42 1.36622
  4 42 -1.54289
  5 42 2.66513
  6 42 2.54407
  7 42 -2.85692
  8 42 -0.28458
  9 42 0.491965
  10 42 -0.243591
  11 42 -1.52488
  12 42 -0.13313
  13 42 -1.65661
  14 42 -1.11033
  15 42 4.54621
  16 42 1.88222
  17 42 -0.581411
  18 42 -1.4443
  19 42 0.688395
  20 42 2.47884
47200 20 840
  1 42 0.641931
  2 42 1.44447
  3 42 -2.02477
  4 42 -0.890763
  5 42 6.3687
  6 42 1.02365
  7 42 1.08296
  8 42 0.0794742
  9 42 -0.895935
  10 42 0.731675
  11 42 0.604615
  12 42 0.0428093
  13 42 1.08732
  14 42 -0.75279
  15 42 0.576293
  16 42 1.96327
  17 42 0.194513
  18 42 0.555976
  19 42 0.026898
  20 42 -0.958554
47300 20 840
  1 42 -1.86247
  2 42 -0.618768
  3 42 0.57767
  4 42 -1.52901
  5 42 2.12949
  6 42 -4.11996
  7 42 1.16838
  8 42 -3.68883
  9 42 2.12441
  10 42 -0.999051
  11 42 0.703835
  12 42 1.84106
  13 42 -2.0781
  14 42 -0.949038
  15 42 0.366991
  16 42 0.817134
  17 42 0.454764
  18 42 1.08608
  19 42 -5.42682
  20 42 -2.15778
47400 20 840
  1 42 0.367112
  2 42 -0.263892
  3 42 2.5545
  4 42 0.131522
  5 42 -0.0618077
  6 42 -1.8199
  7 42 0.0412293
  8 42 2.2829
  9 42 -2.78316
  10 42 -0.427458
  11 42 -1.81215
  12 42 2.7732
  13 42 0.876553
  14 42 0.652166
  15 42 1.77949
  16 42 -0.578475
  17 42 0.790426
  18 42 1.32975
  19 42 1.85434
  20 42 -1.08699
47500 20 840
  1 42 1.24342
  2 42 0.566313
  3 42 -1.51583
  4 42 0.366953
  5 42 -0.0511143
  6 42 -0.580636
  7 42 3.00978
  8 42 -1.05937
  9 42 2.67449
  10 42 -0.0712399
  11 42 0.0250917
  12 42 2.06813
  13 42 0.477166
  14 42 0.0991939
  15 42 3.3743
  16 42 2.44684
  17 42 -1.2029
  18 42 5.71968
  19 42 3.47122
  20 42 2.04241
47600 20 840
  1 42 -2.5923
  2 42 1.8775
  3 42 -1.20069
  4 42 -3.42742
  5 42 4.68294
  6 42 -2.84902
  7 42 2.1033
  8 42 0.445177
  9 42 -2.79302
  10 42 1.16545
  11 42 0.335068
  12 42 1.4248
  13 42 0.746433
  14 42 1.69424
  15 42 0.515029
  16 42 3.53904
  17 42 2.18514
  18 42 2.93581
  19 42 3.49488
  20 42 2.98144
47700 20 840
  1 42 2.61569
  2 42 0.9808
  3 42 -1.10859
  4 42 -0.480882
  5 42 2.77587
  6 42 1.72241
  7 42 -0.620542
  8 42 0.586056
  9 42 2.43957
  10 42 0.515856
  11 42 2.89256
  12 42 0.491708
  13 42 -1.21357
  14 42 -0.401771
  15 42 3.42829
  16 42 -2.24427
  17 42 -2.00263
  18 42 -0.254526
  19 42 -1.60975
  20 42 2.98979
47800 20 840
  1 42 2.8763
  2 42 2.07805
  3 42 -0.453556
  4 42 -0.387656
  5 42 1.09141
  6 42 -0.828726
  7 42 0.515687
  8 42 0.5429
  9 42 1.79283
  10 42 -3.97476
  11 42 2.24896
  12 42 -1.40984
  13 42 -1.23951
  14 42 -1.73026
  15 42 2.11014
  16 42 -0.534994
  17 42 -3.44548
  18 42 1.29231
  19 42 -2.43529
  20 42 1.52653
47900 20 840
  1 42 0.554401
  2 42 -0.46883
  3 42 1.01791
  4 42 2.9928
  5 42 -1.66562
  6 42 1.53875
  7 42 -3.63753
  8 42 -0.570099
  9 42 0.923724
  10 42 -0.234074
  11 42 0.145431
  12 42 0.62519
  13 42 -0.701543
  14 42 -1.41876
  15 42 -0.813035
  16 42 0.745465
  17 42 -3.40333
  18 42 3.29126
  19 42 -0.525278
  20 42 2.27368
48000 20 840
  1 42 -0.84821
  2 42 2.21908
  3 42 3.98562
  4 42 -2.45523
  5 42 -0.116042
  6 42 -0.767639
  7 42 2.26961
  8 42 -0.833085
  9 42 2.02438
  10 42 -0.63896
  11 42 -0.478329
  12 42 1.17724
  13 42 -0.249987
  14 42 -1.77268
  15 42 1.82624
  16 42 -1.79156
  17 42 0.82437
  18 42 -1.32361
  19 42 1.80228
  20 42 -2.17663
48100 20 840
  1 42 -0.96916
  2 42 -3.08807
  3 42 0.803977
  4 42 2.03444
  5 42 2.13414
  6 42 1.91915
  7 42 -2.25983
  8 42 0.608415
  9 42 -2.57149
  10 42 -3.10529
  11 42 0.188827
  12 42 0.302887
  13 42 0.566337
  14 42 -3.09471
  15 42 1.26327
  16 42 -0.32675
  17 42 1.00482
  18 42 -0.04659
  19 42 1.27538
  20 42 -2.3444
48200 20 840
  1 42 -0.316692
  2 42 -0.942655
  3 42 3.42085
  4 42 3.01345
  5 42 -0.385772
  6 42 -0.473443
  7 42 -2.58029
  8 42 1.06262
  9 42 -3.01444
  10 42 -2.04122
  11 42 -1.37349
  12 42 -2.68163
  13 42 1.40674
  14 42 0.223425
  15 42 -1.64641
  16 42 0.347201
  17 42 1.04433
  18 42 0.510584
  19 42 0.674862
  20 42 -0.475717
48300 20 840
  1 42 0.0319373
  2 42 -0.141665
  3 42 -2.5023
  4 42 5.23299
  5 42 -5.40407
  6 42 1.0721
  7 42 1.87329
  8 42 1.89215
  9 42 0.200576
  10 42 3.68682
  11 42 1.03267
  12 42 -1.15099
  13 42 3.23033
  14 42 3.53181
  15 42 2.3912
  16 42 -0.208192
  17 42 1.24658
  18 42 1.77049
  19 42 -1.55037
  20 42 0.961231
48400 20 840
  1 42 -0.384673
  2 42 1.01111
  3 42 -2.63767
  4 42 1.84751
  5 42 -0.97562
  6 42 -0.703346
  7 42 0.896277
  8 42 0.340741
  9 42 -2.57973
  10 42 1.0005
  11 42 -0.185551
  12 42 -1.43639
  13 42 -1.78156
  14 42 0.571136
  15 42 -0.278872
  16 42 -0.536858
  17 42 0.138628
  18 42 0.0771095
  19 42 1.64356
  20 42 -0.637824
48500 20 840
  1 42 1.71833
  2 42 3.07269
  3 42 -0.414374
  4 42 0.681912
  5 42 -0.808012
  6 42 -1.87903
  7 42 0.144047
  8 42 2.28139
  9 42 1.93758
  10 42 -0.0156561
  11 42 -3.77735
  12 42 -0.105577
  13 42 0.365168
  14 42 0.0486526
  15 42 -1.90985
  16 42 2.43505
  17 42 0.958596
  18 42 -1.69719
  19 42 2.48942
  20 42 1.99169
48600 20 840
  1 42 0.775305
  2 42 3.28258
  3 42 -0.666278
  4 42 0.494076
  5 42 0.353156
  6 42 -1.29799
  7 42 0.590087
  8 42 0.993485
  9 42 0.203852
  10 42 -0.904068
  11 42 -0.896116
  12 42 0.35696
  13 42 1.35834
  14 42 -0.410333
  15 42 0.892607
  16 42 -0.954309
  17 42 -3.06697
  18 42 0.633585
  19 42 -0.440332
  20 42 -0.446853
48700 20 840
  1 42 0.440765
  2 42 -0.174041
  3 42 2.2536
  4 42 0.799061
  5 42 1.08571
  6 42 0.822544
  7 42 -0.271648
  8 42 -0.0954851
  9 42 -0.369557
  10 42 -1.17516
  11 42 -4.37633
  12 42 1.68155
  13 42 -0.427152
  14 42 0.300634
  15 42 -0.85577
  16 42 2.62135
  17 42 0.41748
  18 42 -0.329135
  19 42 -1.21979
  20 42 -1.11058
48800 20 840
  1 42 -0.500628
  2 42 0.324479
  3 42 -2.63394
  4 42 1.55421
  5 42 -6.39666
  6 42 -0.537492
  7 42 3.73467
  8 42 1.34015
  9 42 -2.84032
  10 42 -0.591693
  11 42 1.39111
  12 42 1.19448
  13 42 -0.140098
  14 42 -0.400494
  15 42 1.85975
  16 42 -1.69482
  17 42 0.100565
  18 42 3.79126
  19 42 1.95147
  20 42 -2.493
48900 20 840
  1 42 -1.28129
  2 42 0.631948
  3 42 -1.72835
  4 42 -0.629177
  5 42 -3.39908
  6 42 -0.949485
  7 42 2.49623
  8 42 1.23356
  9 42 0.388843
  10 42 2.10313
  11 42 -2.4221
  12 42 -1.19617
  13 42 1.68575
  14 42 -0.142552
  15 42 0.0907437
  16 42 -0.226907
  17 42 -3.28928
  18 42 -1.00391
  19 42 3.38692
  20 42 2.7059
49000 20 840
  1 42 0.619312
  2 42 1.6715
  3 42 -2.29606
  4 42 -0.333386
  5 42 3.07548
  6 42 -0.557641
  7 42 0.478681
  8 42 1.45683
  9 42 0.744474
  10 42 4.52303
  11 42 0.33784
  12 42 1.30627
  13 42 0.76996
  14 42 0.280352
  15 42 -0.492617
  16 42 -2.0517
  17 42 0.38587
  18 42 1.55348
  19 42 -1.85734
  20 42 3.4355
49100 20 840
  1 42 3.29801
  2 42 0.0793568
  3 42 1.75602
  4 42 -0.549717
  5 42 -1.74118
  6 42 -2.5604
  7 42 -2.04629
  8 42 -0.38562
  9 42 0.591542
  10 42 -2.1728
  11 42 -1.00508
  12 42 0.252815
  13 42 -2.07951
  14 42 -0.809135
  15 42 0.910016
  16 42 2.04438
  17 42 -0.0202563
  18 42 1.14058
  19 42 0.903094
  20 42 4.13932
49200 20 840
  1 42 -0.447449
  2 42 -1.57175
  3 42 2.19323
  4 42 -0.58711
  5 42 -1.37953
  6 42 1.52137
  7 42 -0.270313
  8 42 1.41799
  9 42 -1.69841
  10 42 -1.90802
  11 42 2.9264
  12 42 -1.68058
  13 42 2.54567
  14 42 -1.09461
  15 42 -4.29307
  16 42 -1.65905
  17 42 0.234666
  18 42 2.13331
  19 42 -2.56481
  20 42 -0.873321
49300 20 840
  1 42 1.3322
  2 42 -1.93972
  3 42 0.322476
  4 42 0.707695
  5 42 -3.53686
  6 42 -1.0072
  7 42 -2.16239
  8 42 -0.723657
  9 42 -1.3753
  10 42 -1.74934
  11 42 -1.35218
  12 42 0.721105
  13 42 2.35529
  14 42 -1.1459
  15 42 -2.15235
  16 42 0.15456
  17 42 -2.02657
  18 42 -2.26867
  19 42 -0.344614
  20 42 -0.388207
49400 20 840
  1 42 1.1108
  2 42 -2.80039
  3 42 0.0884682
  4 42 1.01742
  5 42 -3.41688
  6 42 -0.68016
  7 42 2.55746
  8 42 1.25049
  9 42 -3.4653
  10 42 0.755093
  11 42 -1.8862
  12 42 0.251466
  13 42 3.80233
  14 42 -0.49696
  15 42 -1.32231
  16 42 0.296627
  17 42 -0.378964
  18 42 0.41037
  19 42 0.724545
  20 42 -0.267854
49500 20 840
  1 42 -0.687462
  2 42 0.787001
  3 42 4.42114
  4 42 0.558264
  5 42 2.24198
  6 42 3.76024
  7 42 -2.34911
  8 42 -0.0720191
  9 42 0.194583
  10 42 0.829334
  11 42 1.64642
  12 42 -1.64042
  13 42 1.06999
  14 42 -0.141967
  15 42 -0.342996
  16 42 1.8973
  17 42 0.29918
  18 42 -0.805637
  19 42 0.704859
  20 42 -3.83344
49600 20 840
  1 42 -0.00928307
  2 42 0.209805
  3 42 1.11275
  4 42 -2.15772
  5 42 -0.328185
  6 42 3.48765
  7 42 -1.62115
  8 42 -1.09333
  9 42 0.400205
  10 42 -3.68848
  11 42 3.42757
  12 42 -1.1064
  13 42 0.104706
  14 42 0.748451
  15 42 1.40685
  16 42 -1.09018
  17 42 0.987471
  18 42 -2.57271
  19 42 -1.41398
  20 42 -1.88075
49700 20 840
  1 42 1.61689
  2 42 -3.26074
  3 42 -0.21281
  4 42 3.96888
  5 42 -0.716151
  6 42 0.0198719
  7 42 -0.611928
  8 42 -0.701195
  9 42 1.08577
  10 42 1.20553
  11 42 -1.19703
  12 42 -1.7447
  13 42 3.16004
  14 42 3.64523
  15 42 -2.77861
  16 42 3.60119
  17 42 0.566948
  18 42 -1.36084
  19 42 -0.71665
  20 42 0.142158
49800 20 840
  1 42 0.124299
  2 42 0.56695
  3 42 4.0338
  4 42 -0.800664
  5 42 -1.73379
  6 42 -2.07467
  7 42 -1.1289
  8 42 -1.87991
  9 42 2.27732
  10 42 0.52205
  11 42 -0.817368
  12 42 -0.686815
  13 42 -2.25035
  14 42 1.12852
  15 42 -0.952768
  16 42 1.79894
  17 42 1.19665
  18 42 -1.23651
  19 42 -1.33221
  20 42 -0.259896
49900 20 840
  1 42 1.56829
  2 42 -1.84469
  3 42 1.3282
  4 42 -0.133047
  5 42 -2.76938
  6 42 1.70669
  7 42 -0.543731
  8 42 3.41171
  9 42 -1.85763
  10 42 0.594619
  11 42 0.61151
  12 42 -1.42859
  13 42 0.24158
  14 42 1.61827
  15 42 0.417819
  16 42 2.61122
  17 42 -0.960248
  18 42 0.523124
  19 42 4.82805
  20 42 1.96511
50000 20 840
  1 42 -1.03409
  2 42 0.829925
  3 42 2.85257
  4 42 -3.92585
  5 42 -2.59566
  6 42 1.00766
  7 42 0.471883
  8 42 0.122447
  9 42 2.00451
  10 42 -0.797608
  11 42 -4.52357
  12 42 0.709857
  13 42 -0.039032
  14 42 2.14805
  15 42 -2.75398
  16 42 0.585109
  17 42 -1.64941
  18 42 -0.878744
  19 42 -3.24723
  20 42 1.57412
50100 20 840
  1 42 -1.48838
  2 42 1.14618
  3 42 2.12242
  4 42 0.717054
  5 42 -0.243913
  6 42 -0.319108
  7 42 0.816908
  8 42 -0.0730899
  9 42 1.34876
  10 42 1.76872
  11 42 -1.7765
  12 42 0.0248363
  13 42 -1.04184
  14 42 -1.33627
  15 42 1.78429
  16 42 -1.96281
  17 42 -0.583448
  18 42 -0.963825
  19 42 -4.8234
  20 42 -0.855147
50200 20 840
  1 42 0.754051
  2 42 -2.0496
  3 42 -0.593707
  4 42 1.04274
  5 42 1.18118
  6 42 -0.147847
  7 42 -0.925141
  8 42 0.272902
  9 42 1.91134
  10 42 0.593164
  11 42 -0.577707
  12 42 -3.56331
  13 42 0.214547
  14 42 -2.41101
  15 42 0.972738
  16 42 -0.251595
  17 42 0.103915
  18 42 -2.38065
  19 42 -1.45772
  20 42 1.51356
50300 20 840
  1 42 0.662332
  2 42 -1.87779
  3 42 0.357434
  4 42 2.30154
  5 42 0.470642
  6 42 -0.507493
  7 42 -3.10723
  8 42 -0.333403
  9 42 -0.16291
  10 42 0.221269
  11 42 2.33487
  12 42 -1.32571
  13 42 -1.34724
  14 42 -0.343343
  15 42 -0.475225
  16 42 -0.00197058
  17 42 -1.91867
  18 42 2.79727
  19 42 -0.476567
  20 42 0.613039
50400 20 840
